user_id,days_last_order,total_orders,total_value,unique_days_visited,total_sessions,avg_duration_btw_login,avg_session_time,avg_page_visits,label
515227,12,9,8143,7,10,10.57,349.90,34.40,0
515674,0,10,8600,84,193,2.04,324.61,24.94,0
515813,28,4,4993,21,34,8.52,272.08,19.85,0
515959,26,7,7619,22,28,4.32,220.49,17.00,0
516076,7,3,4577,20,48,8.35,473.89,17.98,0
516188,1,11,20451,37,71,4.92,312.96,16.17,0
516576,5,20,18266,141,631,1.30,92.24,12.35,0
516579,5,3,2540,16,34,1.06,508.42,20.82,1
517002,24,8,10576,61,99,2.98,230.12,11.91,0
517134,27,7,4794,20,45,5.20,272.70,17.60,1
517225,13,6,5749,25,42,7.16,420.35,19.95,0
517322,2,5,1451,9,19,3.00,226.16,16.79,0
517374,8,6,1816,60,84,3.05,868.99,32.24,0
518145,24,4,3268,36,59,5.08,256.29,15.90,0
518365,17,4,2362,25,55,1.40,239.18,16.93,0
518400,5,49,16960,135,268,1.33,438.18,20.97,0
518452,2,4,2880,4,11,1.00,1681.18,64.09,0
518595,6,44,172794,154,527,1.19,385.16,28.47,0
518743,7,10,12708,47,82,3.85,182.64,13.02,0
518790,9,6,9417,47,65,3.89,220.25,16.85,0
518814,28,7,3711,108,372,1.11,422.46,16.77,0
519009,7,4,4839,25,43,4.40,620.53,35.07,0
519046,4,10,20622,108,226,1.67,334.61,24.67,0
519393,24,5,2489,34,59,4.09,401.62,20.03,0
519723,2,9,6647,42,69,4.36,415.87,26.71,0
519939,9,11,7510,104,331,1.77,353.09,16.35,0
520104,1,6,2036,19,40,8.58,1050.36,65.80,0
520135,13,9,16360,45,66,3.84,493.22,18.74,0
520205,16,5,3131,21,25,8.19,107.24,10.12,0
520322,8,8,3177,41,71,1.44,664.24,59.18,0
520384,0,4,20215,16,51,4.69,410.89,17.47,0
520555,6,5,4239,77,126,2.38,219.60,14.69,0
520711,30,8,11388,41,66,2.12,314.15,14.03,0
520745,4,12,61436,77,148,2.38,203.12,14.41,0
520755,12,9,9844,23,29,7.78,265.65,15.10,0
520928,12,34,69203,133,543,1.35,424.61,29.87,0
520950,9,15,47837,80,144,2.25,309.57,19.99,0
521221,1,4,48174,81,129,2.26,474.53,24.67,0
521372,6,6,3629,19,52,1.26,200.06,17.23,1
521715,8,3,13669,2,4,0.50,864.57,26.50,0
521752,2,26,16585,56,144,3.23,387.49,35.09,0
521879,7,14,13334,53,75,2.92,560.37,31.01,0
521903,13,6,4221,24,58,1.67,259.49,19.33,0
522062,18,3,1647,4,13,1.50,618.44,26.54,1
522444,5,4,2130,39,53,4.56,252.71,13.75,0
522465,11,8,126860,80,153,2.24,508.98,24.70,0
522537,2,24,21314,71,240,2.32,498.25,33.23,0
522577,22,3,1415,7,17,3.29,167.63,25.00,0
523164,7,18,10512,62,103,2.85,453.70,17.27,0
523414,2,7,4204,19,28,3.89,811.31,19.50,1
523484,18,12,24007,50,116,2.26,611.06,34.39,0
523495,6,3,1930,1,2,1.00,93.35,7.50,1
523503,9,9,6805,32,54,4.56,400.32,11.11,0
523630,19,5,10091,120,265,1.53,342.54,21.74,0
523933,1,3,934,17,27,7.06,162.91,11.22,0
525017,8,26,26476,146,319,1.25,169.12,10.48,0
525377,1,24,23279,76,183,2.38,290.49,15.64,0
525422,22,39,19238,147,545,1.22,416.06,29.62,0
525695,8,4,1830,8,8,20.50,206.46,13.63,0
525895,0,24,140843,137,531,1.34,292.79,16.09,0
526395,20,20,22010,47,105,3.55,703.47,26.32,0
526552,0,18,22386,14,17,12.00,128.79,10.18,0
526773,16,18,13604,51,181,2.31,665.93,61.64,0
527362,28,3,911,14,27,1.50,365.82,17.63,0
527545,5,6,9804,52,95,3.42,607.08,45.61,0
527706,18,8,9002,45,166,3.69,291.48,21.95,0
527770,1,24,15321,119,248,1.55,396.22,29.29,1
527841,0,30,156085,176,1032,1.05,354.52,24.68,1
528341,29,12,16461,124,384,1.48,367.02,17.39,0
528439,15,24,30276,87,164,1.98,438.36,24.48,0
528505,18,12,4295,38,70,4.63,722.73,33.74,1
528795,28,3,2403,30,47,5.77,121.26,7.40,0
528803,7,3,2161,36,52,5.06,246.05,18.83,0
528808,5,12,20693,111,274,1.64,522.43,32.63,0
528892,1,18,22193,38,81,4.68,208.54,18.14,0
529071,4,28,45979,49,107,3.73,597.16,34.59,0
529163,0,6,4741,11,25,4.00,423.91,17.52,0
529254,22,11,45102,83,146,2.22,650.21,19.35,0
529335,13,12,9731,43,71,4.14,268.98,17.23,0
529419,12,6,2944,42,63,2.19,239.84,17.79,0
529765,13,3,5795,41,58,4.49,181.62,14.16,1
530132,12,4,2822,99,181,1.85,241.11,19.85,0
530190,18,6,3271,18,90,1.17,302.34,20.73,1
530262,11,6,7070,33,68,5.58,127.75,11.74,0
530587,0,4,1318,32,43,3.91,292.61,20.42,1
530684,3,69,33987,112,239,1.64,500.05,27.40,0
530712,17,6,5363,110,214,1.65,421.84,21.82,0
530726,0,25,12335,76,154,2.39,312.67,28.10,0
530875,1,42,90916,83,237,1.66,563.75,45.35,1
531550,0,9,16689,68,119,2.68,619.29,17.87,0
531930,6,5,2909,16,91,1.31,448.51,43.53,0
531934,21,11,9546,24,72,2.96,458.34,34.47,0
532195,5,79,418922,174,961,1.06,283.71,22.87,0
532223,6,8,38830,124,463,1.48,300.17,21.82,0
532498,23,13,57999,71,101,2.58,365.73,14.84,0
532819,30,3,2400,15,32,2.13,234.61,17.75,0
532887,21,11,92963,139,459,1.32,245.37,12.58,0
533065,9,4,4133,25,30,6.88,138.15,12.83,1
533076,7,17,18666,31,74,5.77,420.14,27.24,0
533437,17,37,545585,132,727,1.36,231.77,17.98,0
533723,3,4,2198,5,7,3.00,713.26,26.29,0
533984,5,53,441046,74,195,1.59,170.32,9.10,0
534448,17,5,2433,32,57,1.97,374.76,15.65,0
534954,15,5,4619,40,95,4.50,508.43,37.65,0
535100,18,5,6279,28,37,6.14,265.42,12.24,0
535163,26,3,2114,134,280,1.37,212.37,9.16,0
535191,23,3,1010,19,37,2.74,505.69,48.14,1
535767,23,13,10154,9,13,12.44,485.79,38.77,0
535939,9,4,20480,20,32,3.00,469.50,16.66,0
536081,1,34,109917,31,60,2.97,398.87,14.43,1
536220,7,6,10606,99,338,1.85,356.55,24.67,0
536414,4,13,54160,129,300,1.43,461.31,22.10,0
536859,5,8,9865,126,322,1.44,293.92,16.26,0
536998,2,3,3209,14,24,1.64,456.28,44.25,0
537000,14,38,257092,141,1016,1.30,253.29,26.90,0
537196,10,3,13204,17,23,10.18,977.33,35.61,0
537983,2,3,12264,8,12,20.88,551.83,18.17,0
538042,24,22,380743,30,41,5.20,517.02,37.22,0
538190,16,9,23364,56,104,3.27,497.90,21.88,0
538318,22,3,835,55,94,3.33,271.26,18.53,0
538331,14,6,8421,58,100,3.05,266.68,13.98,0
538396,1,7,16413,40,66,4.55,268.62,19.00,0
538422,23,5,4874,44,78,4.02,297.58,19.44,1
538667,13,11,12822,61,116,2.21,270.10,26.66,1
538727,15,3,2010,9,11,10.78,259.70,13.09,1
538981,2,29,13346,72,748,1.22,258.41,25.73,0
539104,0,43,19337,75,239,1.15,357.23,32.10,0
539472,5,11,45052,25,32,6.52,210.27,13.88,0
539578,2,6,4294,127,346,1.45,169.18,7.97,1
540015,11,3,1513,14,22,13.00,316.84,19.91,0
540435,14,9,5580,59,115,1.39,220.22,18.33,0
540444,13,8,2853,28,43,5.50,226.96,16.56,0
540484,7,10,7715,16,17,10.94,1117.87,47.47,1
540549,11,4,4456,28,101,2.71,286.60,18.80,0
540728,4,3,8651,35,62,5.09,368.99,29.19,0
541166,1,4,6787,44,74,3.75,414.74,18.39,0
541378,2,8,7105,11,30,1.09,506.59,29.40,0
541394,8,3,1483,9,11,4.78,498.42,24.73,0
541513,2,7,2634,52,171,2.67,219.25,12.22,0
542003,27,9,7514,39,70,2.90,408.76,28.26,1
542274,19,32,35714,74,326,1.23,2267.91,119.53,0
542507,9,3,1686,63,77,2.86,403.58,18.34,0
542603,6,25,27646,172,821,1.07,387.36,28.83,0
542643,1,5,1558,41,54,3.00,309.77,13.56,1
542780,0,9,14015,23,35,7.78,357.94,23.43,0
542844,7,9,47364,65,134,2.80,284.94,20.36,0
542989,5,6,2855,6,9,1.17,712.58,59.44,0
543313,3,21,13594,59,117,3.08,778.98,40.48,0
543408,24,4,2679,63,103,2.79,88.32,5.53,0
543796,5,11,109857,35,90,2.26,287.11,18.96,0
543998,8,4,11802,42,60,2.79,329.38,15.42,0
544299,20,10,15378,98,187,1.87,352.84,18.68,0
544354,14,5,3201,38,75,2.68,634.11,34.29,0
544687,5,16,11014,80,203,2.26,441.79,34.07,0
544730,0,153,86294,162,699,1.12,1049.07,46.35,0
544992,26,6,15756,22,27,7.86,173.20,13.67,0
545071,0,19,5234,57,133,1.51,585.63,40.06,0
545227,8,14,9889,60,106,3.05,242.26,11.47,0
545327,19,4,1233,6,9,13.17,196.59,16.11,0
545628,0,3,10559,2,7,3.00,366.33,24.14,1
546012,12,7,5922,105,221,1.74,292.05,20.33,0
546039,8,13,207737,105,337,1.75,348.73,23.00,0
546079,10,3,4382,21,28,5.95,379.33,30.18,1
546127,18,4,1384,11,38,1.91,255.25,16.84,1
546568,23,4,3270,40,67,4.55,240.87,14.31,0
546732,9,15,9098,96,340,1.88,338.63,12.79,0
547002,9,8,5300,107,255,1.72,200.90,13.24,0
547101,5,5,5573,109,244,1.69,345.63,27.95,0
547127,5,7,7492,49,92,3.71,220.18,13.62,0
547182,20,18,11450,47,205,2.23,177.88,24.33,0
547282,22,6,3763,15,44,2.00,361.51,29.39,1
547341,14,4,776,3,27,2.00,151.88,14.63,0
547818,7,5,1975,109,782,1.67,548.76,6.52,0
548555,7,17,23740,80,202,2.26,604.76,32.13,0
548619,3,8,5399,63,117,2.57,944.54,62.49,0
549089,11,26,148892,114,313,1.61,249.85,20.13,0
549158,5,10,19106,38,50,4.71,218.01,13.88,0
549674,15,5,3435,4,7,9.25,548.99,38.86,0
549854,5,24,60712,106,190,1.68,679.07,54.24,0
550657,8,13,3502,43,66,2.12,1090.80,32.27,0
550824,11,10,3572,38,67,4.29,422.11,29.16,0
550915,29,6,21664,49,89,3.61,382.68,25.40,0
550950,2,3,1524,39,57,4.69,673.44,41.88,0
550972,0,15,12528,66,93,2.77,372.00,28.74,0
551027,1,4,7310,34,64,5.06,303.62,17.84,0
551317,4,6,3437,28,132,1.96,318.74,19.00,0
551473,7,13,11985,27,69,1.33,674.66,36.22,0
551485,7,18,14796,43,85,4.16,278.05,18.74,0
551535,4,9,36076,68,105,2.60,367.46,19.90,0
551891,1,9,2394,44,89,1.48,660.07,42.09,0
551907,12,13,5556,67,123,2.45,293.72,32.76,0
551969,0,8,33529,24,29,6.88,186.31,13.62,0
552730,8,7,10646,10,27,1.00,325.55,20.37,0
554937,22,7,2013,108,295,1.69,409.20,35.40,0
555107,5,11,6527,66,252,1.09,898.74,45.27,0
556274,12,7,10010,63,166,2.81,904.24,28.55,1
556408,20,11,34674,119,500,1.25,190.18,11.13,1
556444,6,6,3620,39,63,3.95,255.53,12.87,0
556492,19,18,127564,67,251,1.88,413.20,28.42,0
556518,15,19,15284,142,387,1.30,430.10,45.09,0
556568,7,78,81369,166,1476,1.11,343.66,27.30,0
556743,21,5,4158,50,77,3.42,223.21,11.38,0
556837,6,3,2621,31,35,4.45,549.99,21.14,0
556943,3,8,11623,64,163,2.63,247.37,18.67,0
557549,13,10,25876,25,42,6.68,392.15,19.33,0
557764,0,17,22681,46,224,1.54,269.78,24.39,0
557871,0,11,13767,72,185,2.47,185.72,9.15,0
557900,6,3,2535,20,25,3.95,208.46,9.52,1
558123,17,4,2307,25,50,2.28,435.31,17.28,1
558158,2,5,4629,49,75,3.47,347.33,14.01,0
558232,5,15,15126,37,67,4.43,137.26,9.73,0
558447,1,9,3576,117,268,1.57,391.88,22.42,0
558715,12,7,2183,38,61,4.53,162.66,11.02,1
558801,12,3,925,17,25,10.00,683.71,30.96,0
559395,0,56,50492,60,113,3.07,159.60,11.79,0
559533,9,3,3285,44,65,1.82,292.00,14.78,0
559652,5,5,1765,30,41,5.90,360.92,25.76,0
559914,8,8,7051,54,85,3.41,392.64,35.02,0
560141,23,5,2352,20,60,1.25,433.24,38.97,1
560498,4,5,1650,36,46,4.44,196.90,16.43,0
560568,7,11,4634,69,143,2.67,427.08,26.29,0
560616,12,21,42189,82,206,2.24,453.92,24.76,0
561512,7,5,12591,32,45,5.59,226.65,16.53,0
561785,19,12,5671,5,8,3.00,823.23,31.63,0
561879,5,31,20780,136,735,1.34,645.75,38.19,0
562407,17,5,12490,71,184,2.59,261.76,16.20,0
562580,11,4,4514,23,51,2.13,534.52,40.55,0
562938,5,30,27301,73,150,2.23,344.45,17.39,0
563064,3,5,5660,65,107,2.74,159.23,10.21,0
563256,3,10,29694,89,129,2.07,425.59,29.80,1
563270,15,7,9950,22,53,3.32,200.16,27.28,0
563485,14,3,1625,29,42,4.31,261.50,20.71,0
563489,17,13,22944,77,186,2.08,371.17,30.73,0
563899,5,17,20489,74,120,2.39,244.80,14.00,0
564440,10,6,3048,45,85,3.87,596.09,58.01,0
564631,11,7,6623,31,46,4.03,273.33,13.67,0
564855,5,3,1882,9,36,1.67,575.39,29.86,0
565220,0,5,5526,16,24,2.81,620.37,29.00,0
565335,17,6,6097,9,13,1.22,1610.86,66.69,1
565560,20,9,6478,50,129,3.68,152.90,19.47,1
565647,19,7,50103,37,68,4.05,531.63,33.74,0
565873,9,17,15449,32,71,5.53,335.29,18.83,0
566126,7,41,80602,132,612,1.39,396.74,29.97,0
566289,18,9,13175,44,84,4.05,285.52,23.39,0
566300,12,5,7478,88,145,2.07,252.72,12.72,0
566347,17,12,18268,49,103,3.41,299.03,24.08,1
566368,12,4,1809,26,57,2.42,132.86,16.44,1
566613,2,12,10103,81,288,1.36,1125.89,25.90,0
566933,6,3,2211,14,29,3.21,592.54,24.45,1
567175,1,6,4133,76,192,2.24,409.94,28.26,0
567334,0,12,4431,29,97,1.24,364.23,30.60,0
567509,5,39,87401,88,283,2.08,480.41,25.90,0
568166,3,19,12560,119,321,1.52,285.39,17.87,0
568226,0,9,85933,17,23,10.65,208.72,16.04,0
568280,3,26,8534,54,124,1.70,460.09,29.04,1
568353,12,5,6966,18,20,9.78,692.95,34.60,0
568522,0,3,887,16,24,7.25,127.30,13.33,1
568613,12,3,1389,59,86,3.07,1145.74,42.72,0
568696,10,15,37267,135,338,1.36,410.96,17.88,0
568824,2,7,6363,43,116,2.72,350.45,18.42,0
568909,4,5,14248,6,8,21.83,105.24,11.25,0
569154,29,6,1622,26,60,2.65,542.83,43.77,0
569530,3,31,41469,143,386,1.29,681.66,32.02,0
569586,6,13,42821,64,112,2.86,227.19,16.29,0
569872,6,13,8333,85,153,2.15,185.32,14.69,0
570057,6,3,7704,5,6,2.80,356.80,13.83,0
570136,7,3,1905,14,35,1.00,752.63,53.71,0
570350,2,5,2151,72,103,2.53,360.80,29.78,0
570625,17,14,8166,135,434,1.36,644.30,44.13,0
570646,1,6,4310,11,17,13.09,487.18,32.53,0
570663,27,14,46328,52,96,3.42,155.46,18.91,0
570697,5,3,3015,22,34,7.86,457.90,32.50,0
570766,1,27,23026,24,129,1.00,468.97,25.19,0
570865,1,11,5405,54,90,3.33,255.44,16.00,1
571136,7,13,13349,116,319,1.59,454.11,24.91,0
571668,6,4,3453,31,40,5.68,320.25,17.98,1
571721,19,4,19997,23,39,2.48,268.65,14.15,0
572267,0,3,2399,24,42,2.00,465.58,18.90,0
572273,10,34,22941,83,312,2.00,529.35,37.78,0
572297,2,3,4414,97,162,1.90,186.14,7.14,0
572377,4,7,141245,35,81,4.29,323.62,24.83,0
572473,4,9,3987,52,102,3.50,338.62,22.77,0
572809,15,6,4532,65,110,2.80,504.76,16.53,1
573086,10,4,1184,11,24,1.45,393.84,15.75,1
573379,8,15,41265,119,494,1.54,210.48,13.96,1
573734,22,3,3714,22,25,5.73,223.86,21.20,0
574238,15,9,5789,61,195,1.30,258.23,20.72,0
574512,8,16,9739,48,149,3.08,427.18,29.05,0
575322,1,43,50575,128,273,1.44,1181.68,62.66,0
575391,22,10,13892,59,93,2.95,377.17,26.55,0
575655,8,3,1013,31,131,1.94,594.24,15.73,0
575712,0,28,25047,32,63,2.78,562.41,42.81,0
575725,0,4,1867,7,9,6.43,696.17,49.89,0
575823,2,8,17286,59,194,1.34,489.60,33.27,0
576229,21,4,1137,66,98,2.76,146.85,11.40,0
576306,6,4,12165,15,27,2.60,159.98,11.70,0
576426,13,6,2934,38,81,3.79,660.93,22.56,1
576633,26,3,4298,17,21,6.82,543.88,20.10,0
576777,12,9,5698,79,130,2.19,444.18,25.62,0
577743,15,4,1403,17,31,4.71,324.01,21.06,1
577804,22,3,1040,25,97,1.36,513.10,28.11,0
577832,1,9,2803,29,135,2.59,356.01,22.14,1
577942,4,30,15829,126,548,1.42,279.96,19.62,0
578293,7,23,17028,127,393,1.45,324.24,23.72,0
578405,27,3,1215,2,2,3.50,1033.07,26.00,1
578711,0,28,11851,69,133,2.67,180.32,18.71,0
578876,24,3,1114,24,50,1.79,353.26,14.32,0
578894,5,12,22733,99,202,1.68,391.68,25.85,0
578934,6,8,3262,57,108,1.81,418.48,31.44,0
579034,0,7,3625,62,130,2.95,340.42,32.92,1
579041,0,32,804223,110,613,1.00,380.81,27.18,0
579184,0,3,8863,15,47,1.47,349.91,22.64,0
579241,11,8,3482,76,128,2.41,168.42,14.24,0
579273,16,5,4530,25,40,4.20,341.06,34.15,0
579935,4,7,6866,40,68,4.53,283.74,17.50,0
579969,13,14,12280,48,92,3.81,185.08,11.26,0
580099,11,14,31966,81,165,1.59,397.90,18.50,0
580239,18,5,4842,15,25,4.20,861.77,32.28,1
580277,0,15,9220,101,213,1.82,223.34,22.09,0
580661,15,23,10862,154,475,1.19,452.90,33.79,0
580784,25,8,21246,68,168,2.59,271.02,13.44,0
580803,1,3,2963,51,223,3.59,396.90,28.84,1
580945,2,20,7573,10,26,2.70,713.42,51.77,0
581153,28,10,5817,63,107,2.86,262.84,24.73,1
581496,27,7,5256,45,108,4.00,282.99,22.93,0
581632,26,4,2047,37,47,4.84,120.09,17.38,1
581743,7,6,3718,14,30,6.79,850.98,41.80,0
582027,8,3,3523,18,40,2.39,1060.27,52.53,0
582142,5,16,31490,157,776,1.17,477.04,19.07,0
582758,21,11,123900,32,92,4.81,128.68,14.21,0
582775,20,3,3057,36,66,4.94,169.92,14.68,1
582847,6,3,14747,6,12,1.83,398.31,25.83,0
582872,20,28,55982,54,90,2.96,382.10,24.84,1
583030,6,20,51095,90,205,1.87,467.32,23.78,0
583335,7,13,11466,116,285,1.59,367.57,29.69,0
583469,1,6,5893,44,93,2.70,303.50,25.94,1
583523,9,3,1766,28,117,5.32,301.70,19.15,0
583709,26,9,3338,16,17,10.19,288.77,16.47,0
584207,18,9,14880,44,76,3.66,302.45,26.38,0
584992,12,8,6029,46,81,2.20,148.90,13.36,0
585019,23,7,10054,42,64,4.12,243.63,21.81,0
585663,12,7,4168,1,1,1.00,463.47,10.00,0
586285,7,8,6292,48,91,3.33,264.60,19.08,0
586364,10,4,2213,7,23,0.86,221.97,27.65,0
586383,19,3,752,36,67,4.83,441.97,38.75,0
587719,20,13,25168,107,231,1.72,375.04,25.47,0
587873,21,10,9503,36,68,4.58,197.21,19.79,1
588076,16,4,6611,68,108,2.65,234.63,20.15,1
588229,13,4,2431,51,91,3.57,169.49,14.22,0
588328,7,3,7281,8,12,2.13,473.39,22.58,1
588384,2,17,334789,68,162,1.81,303.05,14.49,0
588400,7,5,2216,1,1,1.00,61.55,2.00,0
588898,4,14,56021,62,76,2.94,195.96,12.43,0
588955,4,25,62955,72,140,2.53,330.03,25.18,0
589134,7,8,10330,36,73,2.31,249.12,22.25,0
589143,7,5,18476,9,12,2.11,319.88,41.67,0
589521,0,87,38767,93,203,1.98,405.10,19.36,0
589571,22,3,75375,17,85,1.59,307.31,19.67,0
589943,2,21,8168,57,136,1.75,403.36,21.85,0
589973,2,15,17941,119,310,1.41,444.81,25.06,0
590116,17,4,9853,17,32,2.29,614.93,38.59,0
590340,30,10,3433,9,38,1.11,453.95,29.74,1
590571,14,11,4816,70,128,2.54,289.66,19.02,0
590628,21,15,16687,99,241,1.81,311.52,16.38,0
590832,4,18,12623,58,103,3.10,724.32,39.74,0
591237,16,7,19263,51,93,1.69,377.94,40.62,0
591417,13,3,2317,19,28,9.37,318.30,16.39,1
591619,11,4,2280,15,28,8.80,148.81,11.79,0
592297,10,5,3335,66,104,2.67,320.31,15.44,0
592313,4,3,2731,21,27,8.71,173.92,13.93,0
592566,14,18,80089,90,209,2.03,532.16,32.62,0
592567,1,22,90172,126,559,1.40,304.68,16.60,0
592652,22,35,12044,137,404,1.30,828.58,34.10,0
592746,14,3,1350,2,3,1.50,569.08,59.00,1
592755,23,11,9072,54,94,1.94,328.45,16.02,0
592990,24,15,12660,120,295,1.53,257.34,21.65,0
593570,0,7,24358,8,8,7.13,167.74,15.38,0
593760,26,11,8780,72,162,1.42,529.79,45.86,1
593875,22,4,2088,33,74,4.42,282.60,20.30,0
594899,8,5,2118,22,27,8.27,133.45,10.26,0
594972,29,9,8518,66,102,2.70,312.78,27.75,0
595144,7,4,1017,16,29,2.88,201.23,16.41,1
595167,11,5,9149,100,293,1.79,171.74,12.15,0
595171,6,3,23269,11,33,0.91,263.76,12.58,0
595290,28,3,1484,36,97,4.78,272.56,28.57,0
596250,4,4,3284,37,70,4.97,349.15,17.96,0
596470,7,6,3976,47,117,3.55,914.90,48.87,0
596733,5,12,88578,38,117,4.68,130.19,12.87,0
596830,12,18,7835,87,153,2.07,362.07,19.65,0
597172,0,4,5151,33,87,5.12,164.88,10.23,0
597488,8,29,18818,61,87,3.02,1012.08,20.48,0
597866,8,18,36168,39,71,4.56,262.15,9.37,0
597994,13,5,18937,12,30,11.00,598.25,25.50,0
598085,7,12,8473,58,102,3.00,250.56,13.66,0
598443,5,11,1303,104,400,1.74,186.08,14.69,0
598527,3,20,62446,40,84,1.80,248.89,11.86,0
599033,22,4,5813,13,16,10.77,255.00,21.81,1
599115,12,9,9897,67,110,2.72,737.17,49.86,0
599138,14,13,7606,51,85,3.33,682.74,27.47,0
599166,1,6,6159,34,53,5.41,326.70,20.08,0
599293,18,13,6511,77,208,2.17,310.09,20.12,0
600096,16,17,15765,129,368,1.42,358.68,18.31,0
600194,17,9,2026,74,152,2.38,240.84,15.53,0
600532,18,5,22991,40,103,1.63,261.93,26.60,0
600649,1,40,109797,74,248,2.31,516.13,30.16,0
600713,14,17,164588,181,1015,1.01,150.47,12.83,0
600815,2,6,5560,53,116,3.47,358.40,30.30,1
600968,4,9,64629,68,125,2.65,517.00,18.27,0
601592,0,9,13054,99,231,1.86,318.88,13.72,0
602063,11,4,2297,17,34,7.41,223.45,18.09,1
602083,26,13,45942,73,146,2.48,452.68,18.99,1
602615,8,16,11000,31,72,2.42,199.89,24.39,1
602832,6,4,3552,13,29,13.08,296.48,16.83,0
602836,3,17,7933,50,122,3.54,597.03,32.55,0
602941,5,54,147597,122,424,1.50,203.59,27.50,0
602992,16,6,2971,57,113,2.32,481.78,18.86,0
603246,4,4,4729,23,40,2.74,401.72,18.53,0
603269,5,9,13538,70,120,2.60,173.69,11.77,0
603403,1,56,23873,177,1422,1.04,257.55,25.61,0
603547,17,6,6583,56,109,3.18,638.51,31.76,1
603627,15,5,18634,83,203,2.12,242.35,15.37,0
603830,2,5,3152,22,33,5.27,299.25,14.82,0
603992,12,6,4736,55,124,2.25,325.03,18.73,0
604001,4,3,1744,3,10,0.67,776.25,53.20,1
604068,7,4,4536,38,167,1.08,426.69,18.71,0
604226,17,4,11909,18,27,7.83,262.90,14.74,1
604331,2,6,2319,37,43,4.76,399.51,15.63,0
604998,16,22,48581,81,195,1.48,800.50,28.52,0
605029,14,22,13137,29,107,1.72,725.45,53.33,0
605176,14,10,5889,62,122,2.71,600.45,46.13,0
605405,9,9,1668,26,74,1.38,495.30,19.93,0
605513,5,3,4975,67,113,2.73,196.01,14.48,0
605517,6,3,17057,10,20,1.90,342.36,21.10,0
605674,16,3,1934,3,8,3.00,674.07,55.75,1
605859,17,9,27375,55,194,2.89,422.52,24.86,0
605890,20,5,3108,24,36,3.58,113.37,10.08,0
605946,14,17,11621,122,202,1.50,772.91,40.66,0
606186,10,12,7457,28,35,5.32,208.14,13.74,1
606339,26,17,9086,81,203,1.36,607.19,70.79,0
606577,5,6,3547,91,159,2.01,423.04,25.64,1
606909,1,4,4691,33,61,1.73,552.75,36.23,0
606941,11,3,3003,46,112,3.70,209.02,23.45,1
607057,5,13,33254,96,228,1.81,374.16,27.58,0
607178,10,3,1162,51,76,3.47,166.08,15.05,1
607506,22,9,4020,80,154,2.23,349.89,11.05,0
607518,13,4,1213,84,125,2.15,378.91,28.86,1
607644,2,10,7366,39,60,4.51,594.72,27.07,1
607968,20,8,9907,115,288,1.59,330.52,16.50,0
607968,5,4,2994,11,20,2.00,298.97,17.05,1
608308,6,17,18003,58,98,2.95,124.07,13.98,0
608455,5,5,2871,25,51,5.36,188.01,21.25,1
608496,12,13,5927,36,105,3.28,352.55,30.52,0
609009,5,3,21783,1,1,1.00,812.18,63.00,0
609081,3,12,7835,142,461,1.30,244.00,15.80,0
609145,27,5,2904,10,21,15.40,589.92,44.67,1
609457,30,4,4307,45,68,3.98,257.30,16.18,0
609627,6,16,30828,104,208,1.76,354.78,17.17,0
610175,26,10,11104,33,52,5.21,443.30,22.56,0
610561,2,16,13590,38,254,4.39,322.35,20.22,0
610591,4,3,1034,110,222,1.59,112.91,7.71,1
610667,12,15,5566,39,123,4.41,772.31,40.06,0
610677,0,14,4407,104,354,1.76,449.11,26.82,0
610686,5,13,20382,24,48,6.38,97.08,13.04,0
610700,21,11,6743,47,115,3.68,156.32,17.30,0
610986,26,7,13325,65,127,2.58,403.77,25.42,0
611627,0,38,26170,56,146,3.09,803.23,25.82,0
611800,5,3,1163,5,11,2.40,560.11,35.27,0
611891,8,6,7692,43,85,3.12,166.01,10.12,0
612113,7,17,11848,77,149,2.31,307.93,29.81,0
612144,20,3,14068,9,10,17.11,201.54,12.80,0
612145,6,4,1683,18,38,1.17,350.81,15.66,1
612251,1,19,49311,98,210,1.88,283.65,20.88,0
612316,0,6,3073,31,47,5.77,292.03,24.49,0
612808,0,48,28127,168,668,1.10,409.45,33.40,0
612839,0,18,29856,124,523,1.48,175.29,19.66,0
612941,27,5,60768,19,35,2.21,446.14,18.46,0
612989,2,4,3243,22,37,8.18,366.53,20.97,1
613130,17,7,2354,36,53,4.69,407.57,24.92,0
613251,8,4,23896,130,352,1.42,284.46,13.43,0
613390,21,5,4880,11,14,15.55,544.12,24.79,1
613489,0,61,52900,125,1605,1.36,180.86,17.53,0
613590,26,5,1439,18,46,2.83,407.75,30.98,0
613617,22,9,9970,122,464,1.51,230.45,15.53,0
613872,22,5,2861,35,50,5.09,154.71,14.86,0
614093,9,11,30943,85,184,2.15,483.98,17.58,0
614250,0,3,8281,23,52,5.26,836.91,28.12,0
614697,4,3,17313,3,4,1.00,856.39,39.25,0
614742,5,12,7953,59,119,3.05,537.58,28.00,0
614804,24,5,6602,48,72,3.79,241.26,19.36,1
614837,0,3,2073,21,45,3.19,817.84,60.64,0
615214,11,6,4905,43,82,4.16,348.20,16.52,0
615283,9,10,3828,30,40,5.60,367.56,17.28,0
616157,0,24,188294,133,761,1.36,522.41,23.12,0
616254,0,20,18124,108,290,1.70,446.02,26.97,0
616357,3,13,9665,85,269,2.15,542.12,38.30,0
617232,11,3,2038,23,54,7.22,451.27,20.76,1
617346,2,3,2040,24,57,3.25,268.15,17.60,0
